Date Reported,Case Number,Classification,Description,Status,Date Occurred,Time Data,Address,Building
01/14/2020, 2020-00209,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Active,01/14/2020, 13:35 - 01/14/2020  13:35, 3300 WALNUT ST,3300 BLOCK OF WALNUT
01/14/2020, 2020-00216, BURGLARY,BURGLARY RES/NIGHT/NO FORCE 6PM - 6AM APART HOUSE,Active,12/17/2019,0:00-01/14/2020, 2930 CHESTNUT ST,EVO BUILDING
01/15/2020, 2020-00225,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,01/15/2020, 2:40 - 01/15/2020 3:19,3744 SPRUCE ST,WAWA- SPRUCE ST
01/16/2020, 2020-00247,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,01/16/2020,11:18 - 01/16/2020 11:50,WAWA- CHESTNUT ST,
01/16/2020, 2020-00256,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Active,12/17/2019,0:00-01/14/2020, 3401 SPRUCE ST,IRVINE AUDITORIUM
01/17/2020, 2020-00262,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,01/15/2020, 13:00 - 01/17/2020  9:20,4019 PINE, PINE
01/17/2020, 2020-00264,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,12/17/2019,0:00-01/14/2020, 4019 PINE, PINE
01/17/2020, 2020-00266,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,01/17/2020,12:22-01/17/2020, 2930 CHESTNUT ST,EVO BUILDING
01/17/2020, 2020-00267,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,12/13/2019,0:00 - 01/15/2020 12:00,SPEAKMAN DORM,
01/17/2020, 2020-00272,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Unfounded,01/13/2020, 17:00 - 01/14/2020  16:00, 3401 WALNUT ST,3401 WALNUT
01/17/2020, 2020-00273, LIQUOR LAW,LIQUOR LAW MINORS,Arrest,01/17/2020, 16:08 - 01/17/2020  16:35, 4018 SPRUCE ST,SPRUCE
01/18/2020, 2020-00279,DUI,DRIVING UNDER THE INFLUENCE DUI,Arrest,01/18/2020,0:41 - 01/18/2020 0:45, UNIV & CIVIC,
01/18/2020, 2020-00285,SEX OFFENSE,"RAPE - ATTEMPT, STRANGER", Arrest,01/18/2020, 2:16 - 01/18/2020 2:22,129 S 30TH ST, CIRA CENTER PARKING
01/19/2020, 2020-00302,ROBBERY,ROBBERY HIGHWAY NO WEAPON,Active,01/19/2020,0:34 - 01/19/2020 0:43,FAIRFAX APARTMENTS,
01/19/2020, 2020-00315,FRAUD,FRAUD FALSE PRETENSE, Arrest,12/26/2019, 9:00 - 12/26/2019 9:00,3939 CHESTNUT ST,HUB2
01/19/2020, 2020-00318,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,01/17/2020,12:22-01/17/2020, 3604 CHESTNUT ST,WAWA- CHESTNUT ST
01/20/2020, 2020-00336,OTHER ASSAULT,other offense/tTERRORISTIC THREAT,Inactive,01/20/2020,12:05 - 01/20/2020 12:29,3600 CIVIC CENTER MED BLDG,
01/20/2020, 2020-00340,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Active,01/20/2020, 15:24 - 01/20/2020  15:35, 3604 CHESTNUT ST,WAWA- CHESTNUT ST
01/21/2020, 2020-00360,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Arrest,01/17/2020,12:22-01/17/2020,210 S 42ND ST, S. 42ND ST
01/22/2020, 2020-00378,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,01/03/2020,0:00 -,VAN PELT LIBRARY,
01/22/2020, 2020-00381,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT, Active,01/22/2020, 17:32 - 01/22/2020  17:39, 3744 SPRUCE ST,WAWA- SPRUCE ST
01/23/2020, 2020-00399,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,01/19/2020, 9:20 - 01/19/2020 13:00, 3411 CHESTNUT ST,DOMUS APARTMENTS
01/23/2020, 2020-00415,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,01/23/2020, 14:30 - 01/23/2020  15:00, 3420 WALNUT ST,VAN PELT LIBRARY
01/08/2020, 2020-00429, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE, Active,10/01/2016,0:00 -,CHESTNUT ST,
01/24/2020, 2020-00433, OTHER OFFENSE, OTHER OFFENSES CRIMINAL TRESPASS,Arrest,01/17/2020,12:22-01/17/2020,215 S 39TH ST, STEINHARDT HALL
01/24/2020, 2020-00440,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT,Active,01/17/2020,12:22-01/17/2020,3604 CHESTNUT ST,WAWA- CHESTNUT ST
01/24/2020, 2020-00448, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM APT HOUSE,Inactive,01/24/2020, 18:54 - 01/24/2020  19:51, 2930 CHESTNUT ST,EVO BUILDING
01/25/2020, 2020-00466,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Arrest,01/17/2020,12:22-01/17/2020,3925 WALNUT ST,CVS
01/25/2020, 2020-00472,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Arrest,01/17/2020,12:22-01/17/2020, 3925 WALNUT ST,CVS
01/26/2020, 2020-00484, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE,Active,01/26/2020, 2:49 - 01/26/2020 4:09,3910 IRVING ST,HARRISON COLLEGE (HRS)
01/25/2020, 2020-00493, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM APT HOUSE,Active,01/25/2020, 14:00 - 01/25/2020  18:00, 2930 CHESTNUT ST,EVO BUILDING
01/27/2020, 2020-00505,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,01/27/2020, 19:00 - 01/27/2020  20:00, 4045 PINE, PINE
01/27/2020, 2020-00511,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,01/27/2020,23:20 - 01/27/2020 23:21,WAWA- SPRUCE ST,
01/28/2020, 2020-00525,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Arrest,01/28/2020, 14:08 - 01/28/2020  14:25, 3925 WALNUT ST,CVS
01/28/2020, 2020-00529,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,01/23/2020, 17:00 - 01/23/2020  17:30, 4034 WALNUT ST,APARTMENT ABOVE 4034 Walnut
01/28/2020, 2020-00532,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT,Active,01/28/2020, 15:57 - 01/28/2020  16:27, 3744 SPRUCE ST,WAWA- SPRUCE ST
01/28/2020, 2020-00539,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Arrest,01/28/2020, 16:54 - 01/28/2020  17:40, 3925 WALNUT ST,CVS
01/28/2020, 2020-00540,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,01/25/2020, 14:50 - 01/25/2020  15:35, 125 S 39TH ST, ASTOR APARTMENTS
01/28/2020, 2020-00543,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Active,01/28/2020, 17:40 - 01/28/2020  19:00, 3400 CIVIC CENTER BLVD,PERELMAN CENTER FOR ADVANC
01/28/2020, 2020-00544,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,01/28/2020, 19:36 - 01/28/2020  20:07, 3604 CHESTNUT ST,WAWA- CHESTNUT ST
01/29/2020, 2020-00550, OTHER OFFENSE, OTHER OFFENSES PROBATION LAW VIOLATIONS,Arrest,01/29/2020,10:06 - 01/29/2020 10:40,CVS,
01/29/2020, 2020-00554, OTHER OFFENSE, OTHER OFFENSES CRIMINAL TRESPASS, Arrest,01/29/2020,12:00 - 01/29/2020 12:05,EVO BUILDING,
01/29/2020, 2020-00563,FRAUD,FRAUD OTHER FRAUDS, Exceptionally Cleared,01/29/2020, 16:30 - 01/29/2020  17:55, 4000 LUDLOW ST,LUDLOW
01/29/2020, 2020-00564,FRAUD,FRAUD OTHER FRAUDS, Unfounded,11/03/2019,12:00 -,THEOS,
01/29/2020, 2020-00567,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,01/29/2020, 18:40 - 01/29/2020  18:55, 3401 SPRUCE ST,IRVINE AUDITORIUM
01/29/2020, 2020-00568,OTHER ASSAULT,other offense/tTERRORISTIC THREAT,Inactive,01/17/2020,12:22-01/17/2020,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
01/30/2020, 2020-00573,FRAUD,FRAUD CREDIT CARDS, Inactive,01/30/2020,11:51 - 01/30/2020 11:51,CATHEDRAL TOWER,
01/30/2020, 2020-00577,FRAUD,FRAUD OTHER FRAUDS, Arrest,01/06/2020,10:00 -,HUB2,
01/30/2020, 2020-00581,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,01/30/2020, 16:14 - 01/30/2020  16:27, 110 S 36TH ST, URBAN OUTFITTERS
01/31/2020, 2020-00598,SEX OFFENSE,RAPE - KNOWN ACQUAINTANCE,Inactive,12/09/2019,11:13 -,RODIN COLLEGE HOUSE (HRN),
01/31/2020, 2020-00600,FRAUD,FRAUD OTHER FRAUDS, Arrest,01/17/2020,12:22-01/17/2020,3939 CHESTNUT ST,HUB2
01/31/2020, 2020-00603,OTHER ASSAULT,other offense/tTERRORISTIC THREAT,Inactive,01/17/2020,12:22-01/17/2020,3400 WOODLAND WALK,3400 BLOCK OF WOODLAND
02/01/2020, 2020-00625,ASSAULT,OTHER ASSAULTS ASSAULT, Active,01/31/2020, 15:00 - 02/01/2020  15:51, 4060 CHESTNUT ST,NEW STYLE PIZZA
02/01/2020, 2020-00626,FRAUD,FRAUD CREDIT CARDS, Inactive,01/25/2020, 9:17 - 02/01/2020 14:00, 3600 CHESTNUT ST,SANSOM EAST (FORMERLY GRAD
02/01/2020, 2020-00627,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,01/19/2020,10:08 -,Walnut Street Cafe,
02/02/2020, 2020-00650,ASSAULT,ASSAULT/NON-PHILA POLICE, Arrest,01/17/2020,12:22-01/17/2020,51 N 39TH ST,PRESBYTERIAN HOSPITAL
02/02/2020, 2020-00651,ASSAULT,OTHER ASSAULTS ASSAULT, Arrest,02/02/2020, 19:35 - 02/02/2020  20:06, 51 N 39TH ST,PRESBYTERIAN HOSPITAL
02/02/2020, 2020-00653,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,02/02/2020, 21:13 - 02/02/2020  21:27, 3925 WALNUT ST,CVS
02/03/2020, 2020-00663,FRAUD,FRAUD CREDIT CARDS, Inactive,01/28/2020,0:00 -,RODIN COLLEGE HOUSE (HRN),
02/03/2020, 2020-00665,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,02/01/2020, 15:00 - 02/01/2020  16:00, 3730 WALNUT ST,HUNTSMAN HALL
02/03/2020, 2020-00669, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER",Exceptionally Cleared,02/03/2020, 13:00 - 02/03/2020  16:00, 3400 CIVIC CENTER BLVD,PERELMAN CENTER FOR ADVANC
02/03/2020, 2020-00671,FRAUD,FRAUD FALSE PRETENSE, Arrest,01/27/2019, 17:30 - 02/03/2020  17:18, 3939 CHESTNUT ST,HUB2
02/03/2020, 2020-00673, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM OTHER RES,Active,02/03/2020, 17:40 - 02/03/2020  18:10, 4018 PINE, PINE
02/03/2020, 2020-00676,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,02/03/2020, 1:00 - 02/03/2020 21:00, 3601 WALNUT ST,BOOKSTORE - WALNUT
02/04/2020, 2020-00684, BURGLARY,BURGLARY RES/DAY/FORCE 6AM - 6PM APT HOUSE,Inactive,01/24/2020,12:00 -,EVO BUILDING,
02/04/2020, 2020-00689,FRAUD,FRAUD OTHER FRAUDS,Arrest,01/17/2020,12:22-01/17/2020,3939 CHESTNUT ST,HUB2
02/04/2020, 2020-00690,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,01/17/2020,12:22-01/17/2020, 3420 WALNUT ST,VAN PELT LIBRARY
02/04/2020, 2020-00691,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Arrest,01/17/2020,12:22-01/17/2020,3401 CHESTNUT ST,Heirloom Market
02/04/2020, 2020-00692,FRAUD,FRAUD CREDIT CARDS,Inactive,02/04/2020,12:00 - 02/04/2020, 416 S 41ST ST,
02/04/2020, 2020-00693,FRAUD,FRAUD CREDIT CARDS,Inactive,01/31/2020, 13:00 -,123 S 39TH ST,
02/05/2020, 2020-00702, OTHER OFFENSE, OTHER OFFENSES PROBATION LAW VIOLATIONS, Arrest,02/04/2020,23:32 -,3000 BLOCK OF CHESTNUT,
02/05/2020, 2020-00713,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,01/03/2020,0:00 -, HAMILTON VILLAGE,
02/05/2020, 2020-00719,FRAUD,EMBEZZLEMENT EMBEZZLEMENT,Active,01/17/2020,12:22-01/17/2020,3744 SPRUCE ST,WAWA- SPRUCE ST
02/05/2020, 2020-00722,FRAUD,EMBEZZLEMENT EMBEZZLEMENT,Active,12/26/2019,0:00 -,sansom,
02/05/2020, 2020-00724,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,02/05/2020, 20:57 - 02/05/2020  21:28, 3730 WALNUT ST,HUNTSMAN HALL
02/05/2020, 2020-00727,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,02/05/2020,23:25 -,BOOKSTORE - WALNUT,
02/05/2020, 2020-00732, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Active,02/05/2020, 16:30 - 02/05/2020  19:00, 3800 MARKET ST,3800 BLOCK OF MARKET
02/06/2020, 2020-00734,ROBBERY,ROBBERY HIGHWAY NO WEAPON,Active,02/06/2020, 13:05 - 02/06/2020  13:57, 100 S 43RD ST, 100 BLOCK OF S. 43RD
02/06/2020, 2020-00743,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500, Inactive,02/06/2020, 20:00 - 02/06/2020  21:03, 4015 WALNUT ST,DAILY PENNSYLVANIAN
02/07/2020, 2020-00757,OTHER ASSAULT,other offense/tTERRORISTIC THREAT,Active,01/17/2020,12:22-01/17/2020, 4001 WALNUT ST,FRESH GROCER
02/07/2020, 2020-00765,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Arrest,02/07/2020,12:30-02/07/2020, 3730 WALNUT ST,HUNTSMAN HALL
02/07/2020, 2020-00777,ASSAULT,OTHER ASSAULTS ASSAULT,Inactive,02/07/2020,12:30-02/07/2020, 3000 WALNUT ST,3000 BLOCK OF WALNUT
02/08/2020, 2020-00790,ASSAULT,OTHER ASSAULTS ASSAULT,Arrest,02/08/2020, 17:37 - 02/08/2020  18:04, 100 S 40TH ST, 100 BLOCK OF S. 40TH
02/08/2020, 2020-00793,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PUBLIC UTILITIES/SERVI,Active,02/08/2020, 20:06 - 02/08/2020  20:19, 3924 SPRUCE ST,Phi 19-20
02/09/2020, 2020-00806, FIRE INCIDENT, Investigation Fire Residence and Greek Houses, Cause: Incendiary,02/09/2020, 2:35 - 02/09/2020 2:47,3809 LOCUST WALK,SIGMA CHI
02/09/2020, 2020-00823,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Arrest,02/07/2020,12:30-02/07/2020,4001 WALNUT ST,FRESH GROCER
02/09/2020, 2020-00824,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,12/17/2019,11:00 -,PRESBYTERIAN HOSPITAL,
02/11/2020, 2020-00848,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS, Inactive,02/11/2020, 13:00 - 02/11/2020  13:15, 3400 MARKET ST,"34/MARKET, INTERSECTION OF"
02/11/2020, 2020-00854,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,02/10/2020, 16:50 - 02/11/2020  18:57, 233 S 33RD ST, FRANKLIN FIELD
02/11/2020, 2020-00856,ROBBERY,ROBBERY CHAIN STORE NO WEAPON, Active,02/11/2020, 20:18 - 02/11/2020  21:26, 3900 CHESTNUT ST,Beiler's Donuts
02/12/2020, 2020-00870,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Arrest,02/12/2020,11:51 -,WAWA- CHESTNUT ST,
02/12/2020, 2020-00871,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS,Inactive,02/12/2020,12:30-02/12/2020, 3400 CIVIC CENTER BLVD,PERELMAN CENTER FOR ADVANC
02/12/2020, 2020-00873,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Active,02/12/2020, 14:15 - 02/12/2020  14:48, 4000 WALNUT ST,4000 BLOCK OF WALNUT
02/12/2020, 2020-00882,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,02/12/2020, 20:04 - 02/12/2020  21:00, 3701 WALNUT ST,POTTRUCK CENTER
02/10/2020, 2020-00887, BURGLARY,BURGLARY RES/NIGHT/FORCE ENTRY 6PM - 6AM AP HOUSE, Active,02/12/2020,12:30-02/12/2020,3919 PINE, PINE
02/13/2020, 2020-00888,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,02/13/2020, 9:22 - 02/13/2020 9:25,3925 WALNUT ST,CVS
02/13/2020, 2020-00892,FRAUD,FRAUD CREDIT CARDS, Inactive,02/13/2020,12:11 - 02/13/2020 12:11, SANSOM,
02/13/2020, 2020-00896,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,02/13/2020, 15:20 - 02/13/2020  15:49, 4200 WALNUT ST,WALNUT
02/13/2020, 2020-00897,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,02/13/2020,12:00-02/13/2020, 4056 IRVING ST,IRVING ST
02/13/2020, 2020-00902,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,02/13/2020, 17:20 - 02/13/2020  19:32, 209 S 33RD ST, DAVID RITTENHOUSE LAB
02/15/2020, 2020-00944,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,02/13/2020,12:00-02/13/2020,3601 WALNUT ST,BOOKSTORE - WALNUT
02/15/2020, 2020-00945,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Inactive,02/14/2020,12:00 - 02/14/2020, 107 S 41ST ST,
02/15/2020, 2020-00953,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 5000 AND OVER, Active,01/30/2020,12:30 - 02/15/2020 12:30,HOMEWOOD SUITES,
02/16/2020, 2020-00968,ASSAULT,ASSAULT/NON-PHILA POLICE, Arrest,02/16/2020, 17:29 - 02/16/2020  18:12, 4000 SANSOM ST,"40/SANSOM, INTERSECTION OF"
02/17/2020, 2020-01013,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,02/13/2020,12:00-02/13/2020,3604 CHESTNUT ST,WAWA- CHESTNUT ST
02/18/2020, 2020-01016,FRAUD,FRAUD CREDIT CARDS, Inactive,02/07/2020, 9:27 - 02/18/2020 9:00,3820 LOCUST WALK,HARNWELL COLLEGE (HRE)
02/18/2020, 2020-01018,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Inactive,02/18/2020,11:26 - 02/18/2020 12:41,STARBUCKS,
02/18/2020, 2020-01019,FRAUD,FRAUD CREDIT CARDS, Inactive,02/18/2020,12:00 -, DELTA KAPPA EPSILON,
02/18/2020, 2020-01025,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Arrest,02/18/2020, 16:14 - 02/19/2020  16:12, 3601 WALNUT ST,BOOKSTORE - WALNUT
02/18/2020, 2020-01032,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,02/18/2020, 16:20 - 02/18/2020  20:20, 201 S 34TH ST, Lerner Center
02/19/2020, 2020-01044, THEFT FROM VEHICLE,"FROM AUTO, CELL PHONE,COMPUTER $200 AND OVER", Active,02/19/2020,12:46-02/19/2020, 4201 WALNUT ST,7-11 (WALNUT ST)
02/19/2020, 2020-01045,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Active,02/18/2020, 15:30 - 02/18/2020  15:35, 3419 WALNUT ST,MODERN EYE
02/19/2020, 2020-01047,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Inactive,02/19/2020, 15:15 - 02/19/2020  15:25, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
02/19/2020, 2020-01054,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,02/19/2020, 16:00 - 02/19/2020  19:00, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
02/20/2020, 2020-01061,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Active,02/18/2020, 13:00 - 02/19/2020  8:25,208 S 37TH ST, STITELER HALL
02/20/2020, 2020-01077, DISORDERLY CONDUCT,DISORDERLY CONDUCT ARREST, Arrest,02/20/2020,22:15 - 02/20/2020 22:33,PRESBYTERIAN HOSPITAL,
02/21/2020, 2020-01092, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $50 TO $199.99",Active,02/20/2020, 15:00 - 02/20/2020  18:00, 4000 WALNUT ST,4000 BLOCK OF WALNUT
02/22/2020, 2020-01115,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Active,02/19/2020,12:46-02/19/2020,3411 CHESTNUT ST,DOMUS APARTMENTS
02/22/2020, 2020-01118,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,02/22/2020, 7:00 - 02/22/2020 15:00, 51 N 39TH ST,PRESBYTERIAN HOSPITAL
02/22/2020, 2020-01121,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,02/22/2020, 16:00 - 02/22/2020  18:40, 3700 SPRUCE ST,BALDWIN DORM
02/22/2020, 2020-01130, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM -6PM PRI RES,Inactive,02/22/2020, 17:45 - 02/23/2020  17:50, 4050 SPRUCE ST,Men's Club Lacrosse
02/23/2020, 2020-01137,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Arrest,02/23/2020, 14:34 - 02/23/2020  15:39, 110 S 36TH ST, URBAN OUTFITTERS
02/23/2020, 2020-01139,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Inactive,02/23/2020, 16:51 - 02/23/2020  17:10, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
02/23/2020, 2020-01141,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Unfounded,02/23/2020, 18:01 - 02/23/2020  18:23, 3025 WALNUT ST,WXPN
02/24/2020, 2020-01151,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,02/19/2020,12:46-02/19/2020, 3610 HAMILTON WALK,JOHNSON PAVILION
02/24/2020, 2020-01156,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Active,02/24/2020, 16:00 - 02/24/2020  16:00, 3925 WALNUT ST,CVS
02/24/2020, 2020-01163, OTHER OFFENSE, HARASSMENT,Active,02/24/2020, 19:31 - 02/24/2020  19:39, 3300 CHESTNUT ST,"33/CHESTNUT, INTERSECTION OF"
02/25/2020, 2020-01173,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,02/21/2020, 17:00 - 02/25/2020  9:00,240 S 40TH ST, SCHATTNER BUILDLING
02/25/2020, 2020-01184,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,02/19/2020,12:46-02/19/2020, 240 S 40TH ST, SCHATTNER BUILDLING
02/25/2020, 2020-01189,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Active,02/13/2020, 14:02 - 02/13/2020  14:02, 4039 CHESTNUT ST,4039 CHESTNUT
02/26/2020, 2020-01211,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,02/26/2020, 13:00 - 02/26/2020  13:15, 3701 WALNUT ST,POTTRUCK CENTER
02/26/2020, 2020-01213,SEX OFFENSE,RAPE - KNOWN ACQUAINTANCE, Inactive,01/29/2020,0:00 -,Lauder College House,
02/27/2020, 2020-01230,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Active,02/27/2020, 9:29 - 02/27/2020 9:48,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
02/27/2020, 2020-01241,FRAUD,FRAUD CREDIT CARDS,Inactive,02/27/2020, 17:16 - 02/27/2020  17:17, 3816 CHESTNUT ST,West and Down
02/27/2020, 2020-01248,VANDALISM,GRAFFITI/VANDALISM 500 TO 999.99,Inactive,02/27/2020, 21:18 - 02/27/2020  21:41, 3451 WALNUT ST,FRANKLIN BUILDING
02/27/2020, 2020-01256, ROBBERY-GUN, ROBBERY HIGHWAY BY HANDGUN,Active,12/18/2019,22:15 -, 100 BLOCK OF S. 40TH,
02/28/2020, 2020-01257,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Inactive,02/25/2020,12:00 -,4039 CHESTNUT,
02/28/2020, 2020-01275, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS, Arrest,02/19/2020,12:46-02/19/2020,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
